date,tempC
5/20/2014,42
5/21/2014,43
5/22/2014,45
5/23/2014,46
5/24/2014,46
5/25/2014,45
5/26/2014,45
5/27/2014,46
5/28/2014,47
5/29/2014,43
5/30/2014,44
5/31/2014,44
6/1/2014,46
6/2/2014,47
6/3/2014,47
6/4/2014,48
6/5/2014,48
6/6/2014,47
6/7/2014,47
6/8/2014,47
6/9/2014,46
6/10/2014,42
6/11/2014,42
6/12/2014,40
6/13/2014,39
6/14/2014,41
6/15/2014,43
6/16/2014,42
6/17/2014,41
6/18/2014,41
6/19/2014,43
6/20/2014,44
6/21/2014,45
6/22/2014,45
6/23/2014,44
6/24/2014,41
6/25/2014,40
6/26/2014,39
6/27/2014,41
6/28/2014,41
6/29/2014,39
6/30/2014,37
7/1/2014,38
7/2/2014,40
7/3/2014,38
7/4/2014,38
7/5/2014,40
7/6/2014,40
7/7/2014,40
7/8/2014,39
7/9/2014,39
7/10/2014,39
7/11/2014,40
7/12/2014,41
7/13/2014,41
7/14/2014,41
7/15/2014,43
7/16/2014,43
7/17/2014,41
7/18/2014,41
7/19/2014,40
7/20/2014,38
7/21/2014,40
7/22/2014,40
7/23/2014,41
7/24/2014,36
7/25/2014,39
7/26/2014,39
7/27/2014,40
7/28/2014,40
7/29/2014,40
7/30/2014,41
7/31/2014,40
8/1/2014,38
8/2/2014,38
8/3/2014,36
8/4/2014,38
8/5/2014,38
8/6/2014,37
8/7/2014,36
8/8/2014,37
8/9/2014,38
8/10/2014,39
8/11/2014,38
8/12/2014,37
8/13/2014,38
8/14/2014,37
8/15/2014,35
8/16/2014,35
8/17/2014,39
8/18/2014,39
8/19/2014,38
8/20/2014,39
8/21/2014,36
8/22/2014,36
8/23/2014,37
8/24/2014,38
8/25/2014,38
8/26/2014,38
8/27/2014,39
8/28/2014,40
8/29/2014,39
8/30/2014,42
8/31/2014,43
9/1/2014,41
9/2/2014,39
9/3/2014,40
9/4/2014,40
9/5/2014,38
9/6/2014,38
9/7/2014,39
9/8/2014,41
9/9/2014,41
9/10/2014,35
9/11/2014,38
9/12/2014,38
9/13/2014,39
9/14/2014,38
9/15/2014,38
9/16/2014,38
9/17/2014,39
9/18/2014,39
9/19/2014,38
9/20/2014,37
9/21/2014,36
9/22/2014,37
9/23/2014,36
9/24/2014,35
9/25/2014,37
9/26/2014,37
9/27/2014,37
9/28/2014,38
9/29/2014,39
9/30/2014,39
10/1/2014,39
10/2/2014,39
10/3/2014,40
10/4/2014,40
10/5/2014,39
10/6/2014,39
10/7/2014,40
10/8/2014,40
10/9/2014,40
10/10/2014,41
10/13/2014,41
10/14/2014,41
10/15/2014,40
10/16/2014,35
10/17/2014,36
10/20/2014,36
10/21/2014,37
10/22/2014,36
10/23/2014,37
10/24/2014,38
10/27/2014,39
10/28/2014,38
10/29/2014,38
10/30/2014,38
10/31/2014,37
11/3/2014,37
11/4/2014,37
11/5/2014,37
11/6/2014,36
11/7/2014,32
11/10/2014,34
11/1/2014,33
11/2/2014,35
11/3/2014,35
11/4/2014,34
11/5/2014,34
11/6/2014,36
11/7/2014,35
11/8/2014,33
11/9/2014,32
11/10/2014,31
11/11/2014,32
11/12/2014,33
11/13/2014,33
11/14/2014,33
11/15/2014,33
11/16/2014,33
11/17/2014,32
11/18/2014,32
11/19/2014,32
11/20/2014,32
11/21/2014,32
11/22/2014,32
11/23/2014,32
11/24/2014,31
11/25/2014,32
11/26/2014,32
11/27/2014,33
11/28/2014,33
11/29/2014,31
11/30/2014,31
12/1/2014,31
12/2/2014,31
12/3/2014,31
12/4/2014,32
12/5/2014,32
12/6/2014,30
12/7/2014,30
12/8/2014,30
12/9/2014,29
12/10/2014,28
12/11/2014,26
12/12/2014,26
12/13/2014,26
12/14/2014,25
12/15/2014,25
12/16/2014,26
12/17/2014,25
12/18/2014,26
12/19/2014,26
12/20/2014,26
12/21/2014,25
12/22/2014,25
12/23/2014,25
12/24/2014,25
12/25/2014,25
12/26/2014,27
12/27/2014,27
12/28/2014,27
12/29/2014,25
12/30/2014,24
12/31/2014,24
1/1/2015,23
1/2/2015,25
1/3/2015,26
1/4/2015,27
1/5/2015,27
1/6/2015,28
1/7/2015,28
1/8/2015,28
1/9/2015,29
1/10/2015,28
1/11/2015,28
1/12/2015,29
1/13/2015,29
1/14/2015,26
1/15/2015,25
1/16/2015,24
1/17/2015,24
1/18/2015,24
1/19/2015,25
1/20/2015,24
1/21/2015,23
1/22/2015,24
1/23/2015,23
1/24/2015,23
1/25/2015,24
1/26/2015,24
1/27/2015,23
1/28/2015,23
1/29/2015,25
1/30/2015,26
1/31/2015,27
2/1/2015,27
2/2/2015,27
2/3/2015,26
2/4/2015,27
2/5/2015,27
2/6/2015,27
2/7/2015,27
2/8/2015,25
2/9/2015,25
2/10/2015,27
2/11/2015,28
2/12/2015,31
2/13/2015,31
2/14/2015,35
2/15/2015,35
2/16/2015,36
2/17/2015,33
2/18/2015,33
2/19/2015,34
2/20/2015,35
2/21/2015,33
2/22/2015,34
2/23/2015,36
2/24/2015,31
2/25/2015,27
2/26/2015,26
2/27/2015,28
2/28/2015,21
3/1/2015,23
3/2/2015,27
3/3/2015,28
3/4/2015,29
3/5/2015,29
3/6/2015,31
3/7/2015,30
3/8/2015,30
3/9/2015,30
3/10/2015,27
3/11/2015,33
3/12/2015,35
3/13/2015,35
3/14/2015,36
3/15/2015,37
3/16/2015,37
3/17/2015,38
3/18/2015,38
3/19/2015,35
3/20/2015,36
3/21/2015,38
3/22/2015,38
3/23/2015,40
3/24/2015,41
3/25/2015,40
3/26/2015,40
3/27/2015,40
3/28/2015,41
3/29/2015,38
3/30/2015,36
3/31/2015,37
4/1/2015,38
4/2/2015,39
4/3/2015,35
4/4/2015,37
4/5/2015,37
4/6/2015,38
4/7/2015,38
4/8/2015,38
4/9/2015,39
4/10/2015,40
4/11/2015,39
4/12/2015,37
4/13/2015,42
4/14/2015,41
4/15/2015,41
4/16/2015,42
4/17/2015,43
4/18/2015,44
4/19/2015,43
4/20/2015,42
4/21/2015,42
4/22/2015,42
4/23/2015,43
4/24/2015,43
4/25/2015,44
4/26/2015,45
4/27/2015,43
4/28/2015,43
4/29/2015,46
4/30/2015,44
5/1/2015,43
5/2/2015,44
5/3/2015,43
5/4/2015,43
5/5/2015,43
5/6/2015,41
5/7/2015,43
5/8/2015,42
5/9/2015,42
5/10/2015,42
5/11/2015,42
5/12/2015,42
5/13/2015,42
5/14/2015,43
5/15/2015,44
5/16/2015,43
5/17/2015,43
5/18/2015,44
5/19/2015,45
5/20/2015,44
5/21/2015,46
5/22/2015,45
5/23/2015,45
5/24/2015,45
5/25/2015,45
5/26/2015,44
5/27/2015,44
5/28/2015,45
5/29/2015,43
5/30/2015,44
5/31/2015,45
6/1/2015,45
6/2/2015,42
6/3/2015,41
6/4/2015,39
6/5/2015,41
6/6/2015,42
6/7/2015,43
6/8/2015,43
6/9/2015,38
6/10/2015,39
6/11/2015,41
6/12/2015,41
6/13/2015,40
6/14/2015,40
6/15/2015,36
6/16/2015,40
6/17/2015,42
6/18/2015,42
6/19/2015,44
6/20/2015,44
6/21/2015,43
6/22/2015,43
6/23/2015,42
6/24/2015,41
6/25/2015,41
6/26/2015,44
6/27/2015,43
6/28/2015,44
6/29/2015,42
6/30/2015,41
7/1/2015,39
7/2/2015,39
7/3/2015,39
7/4/2015,38
7/5/2015,39
7/6/2015,39
7/7/2015,42
7/8/2015,38
7/9/2015,38
7/10/2015,39
7/11/2015,36
7/12/2015,36
7/13/2015,39
7/14/2015,38
7/15/2015,38
7/16/2015,38
7/17/2015,40
7/18/2015,38
7/19/2015,39
7/20/2015,39
7/21/2015,40
7/22/2015,37
7/23/2015,37
7/24/2015,33
7/25/2015,36
7/26/2015,36
7/27/2015,32
7/28/2015,36
7/29/2015,35
7/30/2015,35
7/31/2015,33
8/1/2015,35
8/2/2015,36
8/3/2015,37
8/4/2015,37
8/5/2015,37
8/6/2015,38
8/7/2015,38
8/8/2015,38
8/9/2015,37
8/10/2015,36
8/11/2015,37
8/12/2015,38
8/13/2015,35
8/14/2015,36
8/15/2015,38
8/16/2015,38
8/17/2015,38
8/18/2015,37
8/19/2015,36
8/20/2015,35
8/21/2015,35
8/22/2015,35
8/23/2015,35
8/24/2015,36
8/25/2015,36
8/26/2015,38
8/27/2015,35
8/28/2015,35
8/29/2015,38
8/30/2015,36
8/31/2015,36
9/1/2015,37
9/2/2015,36
9/3/2015,36
9/4/2015,33
9/5/2015,37
9/6/2015,37
9/7/2015,38
9/8/2015,38
9/9/2015,38
9/10/2015,38
9/11/2015,39
9/12/2015,40
9/13/2015,42
9/14/2015,40
9/15/2015,39
9/16/2015,35
9/17/2015,39
9/18/2015,39
9/19/2015,40
9/20/2015,39
9/21/2015,37
9/22/2015,39
9/23/2015,38
9/24/2015,39
9/25/2015,37
9/26/2015,39
9/27/2015,38
9/28/2015,37
9/29/2015,39
9/30/2015,40
10/1/2015,41
10/2/2015,42
10/3/2015,42
10/4/2015,41
10/5/2015,39
10/6/2015,39
10/7/2015,39
10/8/2015,40
10/9/2015,40
10/10/2015,39
10/11/2015,39
10/12/2015,39
10/13/2015,39
10/14/2015,39
10/15/2015,39
10/16/2015,39
10/17/2015,39
10/18/2015,39
10/19/2015,38
10/20/2015,38
10/21/2015,37
10/22/2015,38
10/23/2015,39
10/24/2015,37
10/25/2015,36
10/26/2015,35
10/27/2015,34
10/28/2015,33
10/29/2015,33
10/30/2015,33
10/31/2015,33
11/1/2015,33
11/2/2015,32
11/3/2015,34
11/4/2015,36
11/5/2015,35
11/6/2015,33
11/7/2015,32
11/8/2015,32
11/9/2015,32
11/10/2015,33
11/11/2015,33
11/12/2015,33
11/13/2015,36
11/14/2015,33
11/15/2015,33
11/16/2015,33
11/17/2015,32
11/18/2015,32
11/19/2015,32
11/20/2015,31
11/21/2015,31
11/22/2015,31
11/23/2015,32
11/24/2015,31
11/25/2015,31
11/26/2015,29
11/27/2015,28
11/28/2015,29
11/29/2015,29
11/30/2015,30
12/1/2015,30
12/2/2015,30
12/3/2015,30
12/4/2015,32
12/5/2015,31
12/6/2015,31
12/7/2015,31
12/8/2015,29
12/9/2015,31
12/10/2015,26
12/11/2015,25
12/12/2015,25
12/13/2015,24
12/14/2015,25
12/15/2015,25
12/16/2015,27
12/17/2015,26
12/18/2015,27
12/19/2015,26
12/20/2015,26
12/21/2015,25
12/22/2015,25
12/23/2015,25
12/24/2015,24
12/25/2015,24
12/26/2015,25
12/27/2015,28
12/28/2015,26
12/29/2015,26
12/30/2015,29
12/31/2015,28
1/1/2016,28
1/2/2016,29
1/3/2016,28
1/4/2016,26
1/5/2016,29
1/6/2016,24
1/7/2016,27
1/8/2016,27
1/9/2016,28
1/10/2016,29
1/11/2016,28
1/12/2016,28
1/13/2016,26
1/14/2016,26
1/15/2016,26
1/16/2016,26
1/17/2016,27
1/18/2016,26
1/19/2016,26
1/20/2016,25
1/21/2016,26
1/22/2016,27
1/23/2016,26
1/24/2016,25
1/25/2016,26
1/26/2016,28
1/27/2016,27
1/28/2016,29
1/29/2016,30
1/30/2016,31
1/31/2016,29
2/1/2016,28
2/2/2016,27
2/3/2016,28
2/4/2016,28
2/5/2016,28
2/6/2016,28
2/7/2016,29
2/8/2016,29
2/9/2016,30
2/10/2016,31
2/11/2016,28
2/12/2016,27
2/13/2016,26
2/14/2016,26
2/15/2016,27
2/16/2016,27
2/17/2016,29
2/18/2016,28
2/19/2016,30
2/20/2016,31
2/21/2016,31
2/22/2016,33
2/23/2016,34
2/24/2016,35
2/25/2016,34
2/26/2016,35
2/27/2016,35
2/28/2016,36
2/29/2016,36
3/1/2016,35
3/2/2016,35
3/3/2016,35
3/4/2016,34
3/5/2016,32
3/6/2016,32
3/7/2016,31
3/8/2016,32
3/9/2016,33
3/10/2016,34
3/11/2016,33
3/12/2016,33
3/13/2016,34
3/14/2016,33
3/15/2016,34
3/16/2016,35
3/17/2016,35
3/18/2016,37
3/19/2016,37
3/20/2016,37
3/21/2016,37
3/22/2016,36
3/23/2016,40
3/24/2016,40
3/25/2016,36
3/26/2016,35
3/27/2016,36
3/28/2016,38
3/29/2016,38
3/30/2016,39
3/31/2016,41
4/1/2016,40
4/2/2016,40
4/3/2016,37
4/4/2016,38
4/5/2016,37
4/6/2016,36
4/7/2016,37
4/8/2016,37
4/9/2016,38
4/10/2016,37
4/11/2016,38
4/12/2016,39
4/13/2016,42
4/14/2016,41
4/15/2016,41
4/16/2016,41
4/17/2016,41
4/18/2016,42
4/19/2016,41
4/20/2016,41
4/21/2016,41
4/22/2016,41
4/23/2016,41
4/24/2016,41
4/25/2016,41
4/26/2016,41
4/27/2016,42
4/28/2016,42
4/29/2016,44
4/30/2016,44
5/1/2016,45
5/2/2016,43
5/3/2016,42
5/4/2016,41
5/5/2016,39
5/6/2016,41
5/7/2016,43
5/8/2016,42
5/9/2016,42
5/10/2016,43
5/11/2016,43
5/12/2016,44
5/13/2016,45
5/14/2016,44
5/15/2016,44
5/16/2016,46
5/17/2016,45
5/18/2016,44
5/19/2016,44
5/20/2016,44
5/21/2016,44
5/22/2016,45
5/23/2016,45
5/24/2016,44
5/25/2016,42
5/26/2016,37
5/27/2016,32
5/28/2016,33
5/29/2016,42
5/30/2016,42
5/31/2016,38
6/1/2016,44
6/2/2016,44
6/3/2016,43
6/4/2016,45
6/5/2016,46
6/6/2016,47
6/7/2016,47
6/8/2016,44
6/9/2016,44
6/10/2016,42
6/11/2016,44
6/12/2016,42
6/13/2016,39
6/14/2016,41
6/15/2016,39
6/16/2016,42
6/17/2016,44
6/18/2016,41
6/19/2016,44
6/20/2016,46
6/21/2016,42
6/22/2016,42
6/23/2016,42
6/24/2016,42
6/25/2016,41
6/26/2016,44
6/27/2016,42
6/28/2016,39
6/29/2016,39
6/30/2016,41
7/1/2016,43
7/2/2016,42
7/3/2016,41
7/4/2016,41
7/5/2016,39
7/6/2016,39
7/7/2016,38
7/8/2016,38
7/9/2016,38
7/10/2016,39
7/11/2016,40
7/12/2016,40
7/13/2016,41
7/14/2016,40
7/15/2016,38
7/16/2016,37
7/17/2016,38
7/18/2016,39
7/19/2016,39
7/20/2016,39
7/21/2016,40
7/22/2016,39
7/23/2016,39
7/24/2016,37
7/25/2016,38
7/26/2016,38
7/27/2016,38
7/28/2016,40
7/29/2016,40
7/30/2016,39
7/31/2016,38
8/1/2016,38
8/2/2016,39
8/3/2016,39
8/4/2016,38
8/5/2016,38
8/6/2016,36
8/7/2016,36
8/8/2016,38
8/9/2016,38
8/10/2016,37
8/11/2016,39
8/12/2016,36
8/13/2016,38
8/14/2016,38
8/15/2016,38
8/16/2016,37
8/17/2016,40
8/18/2016,39
8/19/2016,39
8/20/2016,39
8/21/2016,39
8/22/2016,42
8/23/2016,42
8/24/2016,35
8/25/2016,40
8/26/2016,40
8/27/2016,38
8/28/2016,37
8/29/2016,38
8/30/2016,37
8/31/2016,38
9/1/2016,38
9/2/2016,38
9/3/2016,37
9/4/2016,35
9/5/2016,34
9/6/2016,36
9/7/2016,36
9/8/2016,37
9/9/2016,37
9/10/2016,36
9/11/2016,35
9/12/2016,36
9/13/2016,38
9/14/2016,38
9/15/2016,40
9/16/2016,40
9/17/2016,41
9/18/2016,42
9/19/2016,42
9/20/2016,42
9/21/2016,40
9/22/2016,40
9/23/2016,41
9/24/2016,40
9/25/2016,40
9/26/2016,40
9/27/2016,39
9/28/2016,39
9/29/2016,39
9/30/2016,39
10/1/2016,40
10/2/2016,41
10/3/2016,40
10/4/2016,39
10/5/2016,40
10/6/2016,41
10/7/2016,41
10/8/2016,42
10/9/2016,40
10/10/2016,39
10/11/2016,39
10/12/2016,38
10/13/2016,39
10/14/2016,38
10/15/2016,38
10/16/2016,38
10/17/2016,38
10/18/2016,38
10/19/2016,38
10/20/2016,38
10/21/2016,37
10/22/2016,37
10/23/2016,37
10/24/2016,36
10/25/2016,37
10/26/2016,37
10/27/2016,37
10/28/2016,37
10/29/2016,36
10/30/2016,35
10/31/2016,36
11/1/2016,36
11/2/2016,36
11/3/2016,36
11/4/2016,36
11/5/2016,37
11/6/2016,36
11/7/2016,36
11/8/2016,36
11/9/2016,35
11/10/2016,35
11/11/2016,34
11/12/2016,33
11/13/2016,32
11/14/2016,31
11/15/2016,32
11/16/2016,32
11/17/2016,32
11/18/2016,33
11/19/2016,35
11/20/2016,34
11/21/2016,34
11/22/2016,32
11/23/2016,32
11/24/2016,32
11/25/2016,32
11/26/2016,33
11/27/2016,34
11/28/2016,34
11/29/2016,34
11/30/2016,34
12/1/2016,33
12/2/2016,32
12/3/2016,32
12/4/2016,32
12/5/2016,32
12/6/2016,33
12/7/2016,33
12/8/2016,34
12/9/2016,32
12/10/2016,32
12/11/2016,30
12/12/2016,29
12/13/2016,29
12/14/2016,28
12/15/2016,28
12/16/2016,29
12/17/2016,29
12/18/2016,29
12/19/2016,29
12/20/2016,30
12/21/2016,30
12/22/2016,31
12/23/2016,32
12/24/2016,32
12/25/2016,28
12/26/2016,28
12/27/2016,30
12/28/2016,32
12/29/2016,34
12/30/2016,33
12/31/2016,31
1/1/2017,29
1/2/2017,28
1/3/2017,29
1/4/2017,28
1/5/2017,27
1/6/2017,27
1/7/2017,25
1/8/2017,24
1/9/2017,23
1/10/2017,23
1/11/2017,24
1/12/2017,25
1/13/2017,25
1/14/2017,20
1/15/2017,22
1/16/2017,23
1/17/2017,24
1/18/2017,25
1/19/2017,24
1/20/2017,23
1/21/2017,25
1/22/2017,28
1/23/2017,28
1/24/2017,28
1/25/2017,24
1/26/2017,23
1/27/2017,25
1/28/2017,26
1/29/2017,27
1/30/2017,30
1/31/2017,29
2/1/2017,29
2/2/2017,30
2/3/2017,29
2/4/2017,25
2/5/2017,24
2/6/2017,24
2/7/2017,25
2/8/2017,26
2/9/2017,27
2/10/2017,26
2/11/2017,28
2/12/2017,29
2/13/2017,29
2/14/2017,31
2/15/2017,32
2/16/2017,33
2/17/2017,34
2/18/2017,34
2/19/2017,35
2/20/2017,31
2/21/2017,30
2/22/2017,31
2/23/2017,31
2/24/2017,32
2/25/2017,34
2/26/2017,34
2/27/2017,35
2/28/2017,32
3/1/2017,32
3/2/2017,32
3/3/2017,31
3/4/2017,33
3/5/2017,34
3/6/2017,34
3/7/2017,34
3/8/2017,32
3/9/2017,33
3/10/2017,31
3/11/2017,28
3/12/2017,31
3/13/2017,33
3/14/2017,35
3/15/2017,34
3/16/2017,34
3/17/2017,36
3/18/2017,37
3/19/2017,37
3/20/2017,37
3/21/2017,39
3/22/2017,37
3/23/2017,38
3/24/2017,38
3/25/2017,39
3/26/2017,41
3/27/2017,42
3/28/2017,42
3/29/2017,42
3/30/2017,42
3/31/2017,41
4/1/2017,42
4/2/2017,42
4/3/2017,42
4/4/2017,43
4/5/2017,42
4/6/2017,37
4/7/2017,35
4/8/2017,37
4/9/2017,38
4/10/2017,40
4/11/2017,43
4/12/2017,45
4/13/2017,45
4/14/2017,44
4/15/2017,44
4/16/2017,44
4/17/2017,43
4/18/2017,43
4/19/2017,44
4/20/2017,47
4/21/2017,44
4/22/2017,41
4/23/2017,41
4/24/2017,40
4/25/2017,41
4/26/2017,41
4/27/2017,41
4/28/2017,43
4/29/2017,42
4/30/2017,42
5/1/2017,42
5/2/2017,43
5/3/2017,43
5/4/2017,43
5/5/2017,44
5/6/2017,46
5/7/2017,45
5/8/2017,45
5/9/2017,45
5/10/2017,44
5/11/2017,43
5/12/2017,43
5/13/2017,43
5/14/2017,43
5/15/2017,43
5/16/2017,44
5/17/2017,44
5/18/2017,43
5/19/2017,42
5/20/2017,41
5/21/2017,42
5/22/2017,42
5/23/2017,44
5/24/2017,45
5/25/2017,47
5/26/2017,45
5/27/2017,46
5/28/2017,45
5/29/2017,49
5/30/2017,49
5/31/2017,44
6/1/2017,43
6/2/2017,44
6/3/2017,45
6/4/2017,44
6/5/2017,42
6/6/2017,40
6/7/2017,40
6/8/2017,40
6/9/2017,43
6/10/2017,43
6/11/2017,44
6/12/2017,43
6/13/2017,41
6/14/2017,42
6/15/2017,41
6/16/2017,41
6/17/2017,37
6/18/2017,39
6/19/2017,39
6/20/2017,36
6/21/2017,38
6/22/2017,40
6/23/2017,39
6/24/2017,39
6/25/2017,43
6/26/2017,43
6/27/2017,44
6/28/2017,40
6/29/2017,39
6/30/2017,39
7/1/2017,40
7/2/2017,39
7/3/2017,38
7/4/2017,38
7/5/2017,38
7/6/2017,36
7/7/2017,36
7/8/2017,38
7/9/2017,36
7/10/2017,36
7/11/2017,36
7/12/2017,36
7/13/2017,38
7/14/2017,38
7/15/2017,39
7/16/2017,39
7/17/2017,40
7/18/2017,39
7/19/2017,38
7/20/2017,39
7/21/2017,40
7/22/2017,37
7/23/2017,37
7/24/2017,37
7/25/2017,33
7/26/2017,37
7/27/2017,37
7/28/2017,38
7/29/2017,38
7/30/2017,36
7/31/2017,35
8/1/2017,35
8/2/2017,35
8/3/2017,35
8/4/2017,36
8/5/2017,37
8/6/2017,40
8/7/2017,37
8/8/2017,35
8/9/2017,37
8/10/2017,36
8/11/2017,37
8/12/2017,35
8/13/2017,35
8/14/2017,36
8/15/2017,37
8/16/2017,37
8/17/2017,37
8/18/2017,38
8/19/2017,38
8/20/2017,39
8/21/2017,43
8/22/2017,40
8/23/2017,39
8/24/2017,38
8/25/2017,37
8/26/2017,38
8/27/2017,39
8/28/2017,38
8/29/2017,43
8/30/2017,37
8/31/2017,34
9/1/2017,33
9/2/2017,36
9/3/2017,35
9/4/2017,35
9/5/2017,35
9/6/2017,35
9/7/2017,35
9/8/2017,37
9/9/2017,37
9/10/2017,37
9/11/2017,37
9/12/2017,39
9/13/2017,39
9/14/2017,39
9/15/2017,40
9/16/2017,41
9/17/2017,41
9/18/2017,41
9/19/2017,42
9/20/2017,42
9/21/2017,40
9/22/2017,39
9/23/2017,37
9/24/2017,37
9/25/2017,37
9/26/2017,38
9/27/2017,39
9/28/2017,38
9/29/2017,37
9/30/2017,38
10/1/2017,39
10/2/2017,37
10/3/2017,37
10/4/2017,38
10/5/2017,38
10/6/2017,31
10/7/2017,39
10/8/2017,41
10/9/2017,41
10/10/2017,40
10/11/2017,41
10/12/2017,41
10/13/2017,42
10/14/2017,41
10/15/2017,41
10/16/2017,40
10/17/2017,39
10/18/2017,39
10/19/2017,40
10/20/2017,40
10/21/2017,39
10/22/2017,39
10/23/2017,38
10/24/2017,38
10/25/2017,38
10/26/2017,38
10/27/2017,35
10/28/2017,36
10/29/2017,36
10/30/2017,36
10/31/2017,37
11/1/2017,36
11/2/2017,36
11/3/2017,35
11/4/2017,36
11/5/2017,35
11/6/2017,36
11/7/2017,35
11/8/2017,35
11/9/2017,34
11/10/2017,34
11/11/2017,34
11/12/2017,33
11/13/2017,32
11/14/2017,31
11/15/2017,30
11/16/2017,29
11/17/2017,28
11/18/2017,28
11/19/2017,28
11/20/2017,28
11/21/2017,28
11/22/2017,29
11/23/2017,29
11/24/2017,30
11/25/2017,30
11/26/2017,31
11/27/2017,31
11/28/2017,32
11/29/2017,31
11/30/2017,30
12/1/2017,29
12/2/2017,30
12/3/2017,29
12/4/2017,28
12/5/2017,26
12/6/2017,26
12/7/2017,26
12/8/2017,28
12/9/2017,28
12/10/2017,28
12/11/2017,25
12/12/2017,25
12/13/2017,26
12/14/2017,25
12/15/2017,24
12/16/2017,24
12/17/2017,26
12/18/2017,28
12/19/2017,28
12/20/2017,29
12/21/2017,29
12/22/2017,29
12/23/2017,29
12/24/2017,29
12/25/2017,30
12/26/2017,29
12/27/2017,30
12/28/2017,29
12/29/2017,28
12/30/2017,27
12/31/2017,26
1/1/2018,26
1/2/2018,26
1/3/2018,27
1/4/2018,26
1/5/2018,26
1/6/2018,25
1/7/2018,25
1/8/2018,25
1/9/2018,27
1/10/2018,27
1/11/2018,27
1/12/2018,28
1/13/2018,29
1/14/2018,30
1/15/2018,29
1/16/2018,30
1/17/2018,28
1/18/2018,28
1/19/2018,28
1/20/2018,27
1/21/2018,28
1/22/2018,27
1/23/2018,25
1/24/2018,28
1/25/2018,27
1/26/2018,28
1/27/2018,28
1/28/2018,28
1/29/2018,30
1/30/2018,30
1/31/2018,31
2/1/2018,30
2/2/2018,28
2/3/2018,28
2/4/2018,28
2/5/2018,27
2/6/2018,29
2/7/2018,28
2/8/2018,28
2/9/2018,29
2/10/2018,27
2/11/2018,26
2/12/2018,27
2/13/2018,29
2/14/2018,30
2/15/2018,30
2/16/2018,32
2/17/2018,33
2/18/2018,35
2/19/2018,35
2/20/2018,34
2/21/2018,34
2/22/2018,34
2/23/2018,34
2/24/2018,33
2/25/2018,34
2/26/2018,33
2/27/2018,34
2/28/2018,35
3/1/2018,35
3/2/2018,36
3/3/2018,35
3/4/2018,32
3/5/2018,35
3/6/2018,35
3/7/2018,35
3/8/2018,36
3/9/2018,35
3/10/2018,35
3/11/2018,35
3/12/2018,37
3/13/2018,35
3/14/2018,36
3/15/2018,36
3/16/2018,36
3/17/2018,36
3/18/2018,34
3/19/2018,35
3/20/2018,34
3/21/2018,33
3/22/2018,34
3/23/2018,35
3/24/2018,37
3/25/2018,39
3/26/2018,40
3/27/2018,41
3/28/2018,42
3/29/2018,42
3/30/2018,43
3/31/2018,41
4/1/2018,41
4/2/2018,40
4/3/2018,41
